date,Growth,Duration,Inflation,Credit,Commodity
2010-05-28,0.23654972685952524,0.19143379078874437,0.13048158238380397,0.15987263016658726,0.06050806218499203
2010-06-30,0.2699688270041443,0.22016284100662203,0.13786550341797282,0.1835260798008744,0.07837131249486934
2010-07-30,0.28194121774699166,0.23221260405791558,0.146819590490418,0.18983729286644033,0.08817609649001439
2010-08-31,0.28673452154043866,0.23754381856028317,0.14983928787233908,0.19275977063394154,0.09237052896491454
2010-09-30,0.28925554684310584,0.23959166764806486,0.152416075784677,0.192755669975852,0.09449977024971651
2010-10-29,0.29208375582556756,0.24071507205847795,0.15394785566518934,0.19182584033923436,0.09523767010651293
2010-11-30,0.2926331270226996,0.239619492092464,0.1588842010850764,0.19251355271667256,0.0937813465445586
2010-12-31,0.29311947731117866,0.24146276643437659,0.15879436337963004,0.1929253734946838,0.0949772258741
2011-01-31,0.2936153688570118,0.24166187312667234,0.1618763383560754,0.1922739823742408,0.09426377245365364
2011-02-28,0.2918970129855663,0.24211026748312334,0.16074874777230216,0.19222171877980085,0.09538771891583821
2011-03-31,0.2915146994823946,0.24187996245684124,0.16120617934229428,0.19195168400758703,0.09487274746731703
2011-04-29,0.2914506324618621,0.24202740041939946,0.16070197413197324,0.19177530740492152,0.09494097132606343
2011-05-31,0.2908819255089107,0.24226172922386924,0.16409083906038327,0.19053705510118796,0.0954383423459848
2011-06-30,0.29093057754172286,0.2427369188349598,0.16315549766400528,0.19082422495075327,0.09535061178879392
2011-07-29,0.29123531388327517,0.24374170514771704,0.15936404820259978,0.19164112549875553,0.09637736393485082
2011-08-31,0.290171869872645,0.24351478173276705,0.16466197958713744,0.19103050183268874,0.09740018269077948
2011-09-30,0.2914302953613813,0.2447189991414161,0.1620072774864048,0.1908300321872702,0.09742392386252048
2011-10-31,0.28853323431332667,0.2397674669386414,0.15203256631631384,0.18857693366485098,0.09597502077993308
2011-11-30,0.29274233666795624,0.24344726710801481,0.16150818386429888,0.1906232933725872,0.09853069469785293
2011-12-30,0.29253678197373284,0.2424148965622459,0.16157972576983262,0.19349771560558096,0.09836497796255454
2012-01-31,0.29213944901777106,0.24173851806310842,0.1578594834859118,0.19068024382493792,0.09712288428099418
2012-02-29,0.29625170077294033,0.24742941272183402,0.1566068231218805,0.18833603002479776,0.0996466871567465
2012-03-30,0.3000513327097882,0.2533188390045793,0.1636127583767604,0.19433796240654028,0.10298212428005984
2012-04-30,0.3037323699951685,0.25205238405788566,0.1708982354243731,0.19000559761723948,0.10302373546722483
2012-05-31,0.3023813336305198,0.2505918906514781,0.1703477972987792,0.18300529305644636,0.10460884242514765
2012-06-29,0.30004310742884804,0.25078453509788773,0.16637779594247915,0.18776211192402925,0.10906818882095266
2012-07-31,0.301403179492581,0.2511253445207446,0.16643662599244516,0.18447030483284885,0.10668833460400814
2012-08-31,0.29823559515379755,0.24647334755834988,0.17058781251983768,0.1816029631226207,0.10525500226041269
2012-09-28,0.30063200851227806,0.24850384570008888,0.16624978279181116,0.17939092100298226,0.10397644940573589
2012-10-31,0.29887930365638715,0.2484493311183992,0.162757894568705,0.18119051226446883,0.10433796147804433
2012-11-30,0.29699192684780684,0.24723581051999646,0.16204883675828852,0.18025307283160097,0.10549559391762992
