date,symbol,Growth,Duration,Inflation,Credit,Commodity
2010-05,SPY,1.0,0.0,7.771561172376096e-16,1.942890293094024e-16,1.6653345369377348e-16
2010-05,QQQ,0.9563708505915421,-0.16617945982052318,-0.06830483611563698,0.2151440997335784,0.006653491697818759
2010-05,IWM,0.995980454611977,0.11609789205372101,-0.47054632400039226,0.3343265223014588,0.205410557580393
2010-05,EFA,0.9076993878278434,0.39715674336035844,-0.5271544359723996,0.2475296472250467,0.4579432428927211
2010-05,EEM,0.9983174049233174,0.20060222844332032,-0.07878535896291228,0.2966072440071391,0.3801522977844216
2010-05,TLT,-3.3306690738754696e-16,1.0,4.440892098500626e-16,2.914335439641036e-16,-4.718447854656915e-16
2010-05,IEF,0.019133533577768813,0.31856710389823883,0.6913751973832676,-0.09754361111714548,-0.3949348410753126
2010-05,TIP,2.220446049250313e-16,-5.551115123125783e-17,2.0,4.440892098500626e-16,-0.9999999999999998
2010-05,LQD,-0.08724588953398116,0.3906848491925136,0.882083536309511,0.45538986006379556,-0.5222632263793109
2010-05,HYG,0.01913353357776848,0.31856710389823906,0.691375197383268,0.902456388882854,-0.3949348410753125
2010-05,DBC,2.220446049250313e-16,-2.7755575615628914e-17,-2.7755575615628914e-16,-4.163336342344337e-17,1.0
2010-05,GLD,-0.22975109111879422,0.24106090273651115,1.2813518177500942,-0.07168515620459998,-0.21252216150877468
2010-05,SHY,-0.013101204241901976,0.028953753397916913,0.16189746067804828,-0.03788458563058946,-0.09229430832528582
2010-06,SPY,1.0000000000000004,-5.551115123125783e-16,1.1102230246251565e-16,-1.1102230246251565e-16,-5.204170427930421e-17
2010-06,QQQ,0.9655978847236099,-0.16579547191322086,-0.09431984044246505,0.20811480706992597,0.013043409047462526
2010-06,IWM,0.9907530668997967,0.11968648237056068,-0.45722438253869285,0.33310161126366955,0.1931458545274028
2010-06,EFA,0.9153356519282968,0.39290368411116483,-0.5469834789162451,0.24796565676498283,0.47361299458050365
2010-06,EEM,0.9828187678282253,0.207547807931463,-0.0379125718356042,0.2980295967536716,0.3521791919122798
2010-06,TLT,0.0,0.9999999999999999,-5.551115123125783e-17,-1.942890293094024e-16,1.6219664500383146e-16
2010-06,IEF,0.02220122725040513,0.31779693578379,0.6830601395932995,-0.09865229159431957,-0.39077120896915024
2010-06,TIP,-7.771561172376096e-16,-2.7755575615628914e-16,2.000000000000001,2.7755575615628914e-17,-1.0000000000000002
2010-06,LQD,-0.07830350444173062,0.3864148981719729,0.8585984849057952,0.45492832053638677,-0.5055271400032209
2010-06,HYG,0.022201227250404954,0.3177969357837901,0.6830601395932993,0.9013477084056813,-0.39077120896915074
2010-06,DBC,3.2959746043559335e-16,-1.3444106938820255e-16,-4.79217360238593e-16,-2.0209528495129803e-16,1.0000000000000007
2010-06,GLD,-0.23193135298010248,0.245585928399274,1.2857813155111193,-0.07633907452419766,-0.22451552141456618
2010-06,SHY,-0.010490374069527852,0.02760944163546835,0.15507707287328365,-0.03788573923686536,-0.08718622965958837
2010-07,SPY,1.0,4.440892098500626e-16,1.6653345369377348e-16,2.220446049250313e-16,2.0816681711721685e-17
2010-07,QQQ,0.9684605518288077,-0.16759854946060715,-0.08222642739987865,0.20942315680674733,0.004217616642800015
2010-07,IWM,1.0177427592879973,0.09122440975331225,-0.4202013856128319,0.31344257993934044,0.1656868157199259
2010-07,EFA,0.890874943916876,0.42137676994637396,-0.5625487830614594,0.27325747305174214,0.48547368669436397
