date,Growth,Duration,Inflation,Credit,Commodity
2010-05-28,0.3761859311119045,0.0353331494172886,0.13403271859137428,0.08421948704944414,0.0010435563087449532
2010-06-30,0.3597626460546418,0.034958916405046045,0.13027185445925812,0.07732060748960791,-0.001728767304529049
2010-07-30,0.15120445212611458,0.33031139525403225,0.2870209196084499,-0.028340896163189317,-0.1230841335015953
2010-08-31,0.26305657167714447,0.329213481276273,0.3657421499609778,-0.017835797864374805,-0.13696715905541051
2010-09-30,0.2628971168830429,0.32863719547950293,0.36539704366937714,-0.019585955903081213,-0.1358343894206129
2010-10-29,0.27265100582284874,0.32164695664466547,0.37713359259089246,-0.026480267430224597,-0.14630728613163105
2010-11-30,0.6883770575819111,0.00810242422661324,0.20209289489983423,0.16037944427711406,0.005139547408388706
2010-12-31,0.6858572758632077,0.002925633092181768,0.26318400873462383,0.15451905390681833,-0.02811205464364319
2011-01-31,0.6872800508781848,-0.003658728397113213,0.31534190335735746,0.15196051441853994,-0.06377065136116822
2011-02-28,0.6801478002762853,-0.0021055252232821346,0.34414145542610014,0.1532081596348447,-0.07830136724227671
2011-03-31,0.6787009745681395,-4.0867826881511166e-05,0.33666528826040915,0.1523310059874396,-0.07045204927327808
2011-04-29,0.6786526451614519,0.0011073522885114047,0.33202763288437265,0.1527440984003544,-0.06795089397381618
2011-05-31,0.27534514206012384,0.31805463542201357,0.45031755906482834,-0.03010221680872072,-0.1935612759732511
2011-06-30,0.274307167931775,0.3173650096359969,0.4490721646133266,-0.029840135497505194,-0.19142271382603482
2011-07-29,-0.04285167504499642,0.5798022383402162,0.3532673345958801,-0.04915873077045816,-0.106761444396583
2011-08-31,-0.024841318936926662,0.5681996111738479,0.2863760170999876,-0.04563079542404699,-0.0975929010298915
2011-09-30,-0.00980755260654083,0.5666721421615913,0.2669962517072957,-0.050239453490723306,-0.10241095908491804
2011-10-31,-0.012769265789835527,0.5396457873495181,0.3207578934907981,-0.05156451322125523,-0.12210578817337953
2011-11-30,-0.019463218710459296,0.5432243254079979,0.3768152136812803,-0.05361787571163533,-0.13454325596338476
2011-12-30,0.3260270416329638,0.24531923197561897,0.5208984002199929,0.27059749274809,-0.2122390406079183
