date,Growth,Duration,Inflation,Credit,Commodity
2010-05-28,0.49041268301129565,0.09191924296298833,0.09565486084834517,0.1781336920855459,0.1289155677678568
2010-06-30,0.5215311024413984,0.09600571599874862,0.1186131018453187,0.19860578154896114,0.15580895251438542
2010-07-30,0.17798242473702225,0.29195915175347276,0.17228949711508026,0.08029488288560667,0.11546589591326205
2010-08-31,0.1795905680175719,0.3295231736571997,0.16038847951742985,0.082176680186478,0.13726738145095269
2010-09-30,0.21869030838846207,0.3503572919645749,0.15922933301478914,0.10710616304593103,0.19013482775447244
2010-10-29,0.2210125032028252,0.35208438318786106,0.1627732630001684,0.10815107915214574,0.19663932848777846
2010-11-30,0.5029141868352638,0.12067428228804399,0.11827904779035343,0.1839737318382221,0.1632934321361056
2010-12-31,0.5205597051681911,0.08869693009655358,0.12058387194330605,0.19734246474541242,0.15723428668670686
2011-01-31,0.5226514801700195,0.0839483337327206,0.1283632445473645,0.1954882950219568,0.1575346677041566
2011-02-28,0.5194041790316092,0.08382668965942461,0.1271939934084331,0.1961294108785113,0.1584588632825448
2011-03-31,0.5199536570469974,0.08497206961039874,0.1246359813876567,0.19749694832599698,0.15791172855546548
2011-04-29,0.5198825082278166,0.08540774357232894,0.12500134567861784,0.19729212802580834,0.15804385332743337
2011-05-31,0.23590920968566037,0.3145857556352617,0.1641897628242343,0.12408188103086425,0.19368045023358466
2011-06-30,0.2180628840802277,0.34282926520963136,0.16274057963522534,0.11033844597710624,0.19578128306087642
2011-07-29,0.08050515782201668,0.4751607752687661,0.13796033659157925,0.03538287578031212,0.11754542805538268
2011-08-31,0.08109437314579485,0.47959781714631367,0.13249447109622722,0.030534541693565634,0.10319675122765924
2011-09-30,0.09340247846334183,0.45774729633782474,0.15379735791286106,0.01655897276027687,0.09577096507210987
2011-10-31,0.08529794972945774,0.4396753078788577,0.13911839129694245,0.030763043916398548,0.0916472792585151
2011-11-30,0.09031546057858712,0.431874122137029,0.17448110791759186,0.026670107620517355,0.10335602372873026
2011-12-30,0.3747083835254019,0.22656594283020898,0.15422510002949785,0.2298476352903097,0.11491812240771461
2012-01-31,0.38513730384085126,0.18614440392412557,0.13965632210143974,0.26349578883559793,0.1161803082517631
2012-02-29,0.5090141246342277,0.08077332048487895,0.1305831288222092,0.19903937519713572,0.1460520849318599
2012-03-30,0.5217920353704374,0.0868566675188801,0.15231376651766468,0.1925414408944571,0.1580336967498385
2012-04-30,0.5270564003671231,0.08887047954957222,0.15147297872327461,0.18881811292111889,0.16595778165571778
2012-05-31,0.5254843356755262,0.08633217232527561,0.1427309206430976,0.19014675654155946,0.16500355677398318
